k,D,alphabeta,alpha,beta,epsilon,t,hondadelta,sos_dist,area_diff,F,localization,adj_arrangement,adj_diffmag
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,50000,0.07888587564229965,3.261481468202094,0.06294314598469149,0.19,0.2133713878905711,0.16203012170032072,0.5096380131629082
3.0,0.12,1.6,32.0,1.875,0,1,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,5000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,10000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,15000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,20000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,25000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,30000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,35000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,40000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,45000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,50000,nan,nan,nan,1.2,nan,nan,nan
3.0,1.0,5.0,100.0,0.6,0,5000,0.1492340862751007,3.1035728100928512,0.12609540541119257,0.19,0.11119800059782772,0.1606002068091497,0.7391900962487543
3.0,1.0,5.0,100.0,0.6,0,10000,0.14605921506881714,3.18538528121286,0.10936633006642407,0.19,0.13569349477539652,0.1646298053949505,0.6578623015931409
3.0,1.0,5.0,100.0,0.6,0,15000,0.08500107377767563,3.2189072451526686,0.10290282368321807,0.19,0.14435645094870544,0.16566234387186818,0.6313939353949345
3.0,1.0,5.0,100.0,0.6,0,20000,0.08990374207496643,3.2308049577864093,0.09948096736269725,0.19,0.14790380673594455,0.16457568154548718,0.6197506525637709
3.0,1.0,5.0,100.0,0.6,0,25000,0.08624010533094406,3.2369522500704115,0.09773201857665327,0.19,0.14948632715031915,0.1638748452570893,0.6161979571789112
3.0,1.0,5.0,100.0,0.6,0,30000,0.08266369253396988,3.240244697811553,0.09655337917736276,0.19,0.15023690416794014,0.16479787033753127,0.6112665308770462
3.0,1.0,5.0,100.0,0.6,0,35000,0.0695723220705986,3.242211720266571,0.09617317291952711,0.19,0.15060579312674635,0.16467317295851241,0.609516832305484
3.0,1.0,5.0,100.0,0.6,0,40000,0.07213018089532852,3.242623322346136,0.09594504916482571,0.19,0.15078998326718027,0.1642883158449586,0.6066804635170399
3.0,1.0,5.0,100.0,0.6,0,45000,0.07011009007692337,3.2427882469442584,0.09579296666169146,0.19,0.1508797937784044,0.1639165557975341,0.6082263150078271
3.0,1.0,5.0,100.0,0.6,0,50000,0.06631027907133102,3.2431536449846368,0.0957549460359079,0.19,0.150919236080753,0.16380632238976536,0.6091720798373544
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,5000,0.2269534319639206,2.976218767162375,0.09697160606098197,0.48,0.10511732259299206,0.15241857782239665,0.9743241689112319
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,10000,0.24068836867809296,3.074960699062876,0.07693473627304333,0.48,0.1675988294283974,0.15646215539457944,0.8868384005949487
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,15000,0.32082974910736084,3.14729104342355,0.075565993744835,0.48,0.21645513685918938,0.15272067308434994,0.7492513359683804
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,20000,0.19239257276058197,3.1887107822652165,0.07282850868841834,0.48,0.2530464501076567,0.15456073634954748,0.7140556068116212
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,25000,0.14134524762630463,3.220188044556067,0.07115560115394148,0.48,0.2797479062489373,0.1546703904724876,0.6453515242571343
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,30000,0.11542866379022598,3.2483443002371226,0.0709274773992401,0.48,0.2992489776619427,0.15356258075823198,0.6020575795206533
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,35000,0.09302078187465668,3.2660597459405074,0.07123164240550861,0.48,0.31373934321034697,0.15359192817679584,0.5726873975534312
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,40000,0.0768171176314354,3.271315877190611,0.07199205492117991,0.48,0.3246339551646907,0.15277856072348822,0.5576503306895992
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,45000,0.0739530622959137,3.275293914668973,0.07256236430793338,0.48,0.3327461938674161,0.15208587298889364,0.5552569272063982
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,50000,0.0755508616566658,3.277288163337868,0.07374100370722389,0.48,0.33880641736560074,0.15174189545709812,0.5522919030438669
3.0,0.06,0.06,1.2,50.0,0,1,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,5000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,10000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,15000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,20000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,25000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,30000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,35000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,40000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,45000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,50000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,1,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,5000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,10000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,15000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,20000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,25000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,30000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,35000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,40000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,45000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,50000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.5,1.6,32.0,1.875,0,5000,0.26861077547073364,3.032433455056585,0.10986059820161043,0.03,0.12834262227686416,0.1592893795284246,0.8298886089991608
3.0,0.5,1.6,32.0,1.875,0,10000,0.28723493218421936,3.1413598540385004,0.0853753151969947,0.03,0.1665729436526018,0.16161509117468809,0.721453823492093
3.0,0.5,1.6,32.0,1.875,0,15000,0.17960551381111145,3.1927673806319437,0.07625036500893917,0.03,0.1842406653986067,0.1611356533604701,0.6212631861219854
3.0,0.5,1.6,32.0,1.875,0,20000,0.13908381760120392,3.2278308073155704,0.07107955990237436,0.03,0.19451919521952038,0.16048801188849263,0.5584221224679871
3.0,0.5,1.6,32.0,1.875,0,25000,0.09005478024482727,3.244946643150261,0.06826603359439055,0.03,0.20098261490818045,0.16223052960998652,0.5380288487810531
3.0,0.5,1.6,32.0,1.875,0,30000,0.09506071358919144,3.2535202686080105,0.06663114668569728,0.03,0.20520127577132205,0.15968474474889063,0.5244708297656452
3.0,0.5,1.6,32.0,1.875,0,35000,0.0921364575624466,3.2593183783856627,0.06560458978954103,0.03,0.20804677315227438,0.16056651535638308,0.5183356025229684
3.0,0.5,1.6,32.0,1.875,0,40000,0.08787707984447479,3.2620265231053587,0.06469209477073547,0.03,0.21001427579946083,0.16079241474337377,0.5138468296720823
3.0,0.5,1.6,32.0,1.875,0,45000,0.08707423508167267,3.264268881794288,0.06442595039025052,0.03,0.21140617658548475,0.16058568608496765,0.5173615117041224
3.0,0.5,1.6,32.0,1.875,0,50000,0.07916703820228577,3.2651182741558338,0.06469209477073547,0.03,0.21241216843182403,0.16081515495683604,0.5074288441842218
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,1,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,5000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,10000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,15000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,20000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,25000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,30000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,35000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,40000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,45000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,50000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.12,1.6,32.0,1.875,0,5000,0.25597861409187317,2.992718551629654,0.09107840906452942,0.19,0.1352797120004956,0.14537911714337406,1.0504600526747314
3.0,0.12,1.6,32.0,1.875,0,10000,0.260964572429657,3.0497775320423712,0.1002794005041521,0.19,0.21004683338386768,0.14965988314728304,0.9368227353527432
3.0,0.12,1.6,32.0,1.875,0,15000,0.25757917761802673,3.1363018523449693,0.1032830299410537,0.19,0.28547547822534886,0.14672544460105202,0.8384859847684832
3.0,0.12,1.6,32.0,1.875,0,20000,0.26744627952575684,3.183073789930682,0.1037392774504565,0.19,0.3490751590809416,0.14368092789373182,0.8041774531671293
3.0,0.12,1.6,32.0,1.875,0,25000,0.16836482286453247,3.2119673877621544,0.10449968996612778,0.19,0.39640079280823637,0.13839989369094433,0.775383189185202
3.0,0.12,1.6,32.0,1.875,0,30000,0.14806436002254486,3.231764256501959,0.10598249437168683,0.19,0.4307555127630292,0.13505945307524275,0.7554053489726046
3.0,0.12,1.6,32.0,1.875,0,35000,0.1456223875284195,3.250780423418427,0.10678092751314167,0.19,0.4563296681937976,0.13295576853210028,0.7115642377497663
3.0,0.12,1.6,32.0,1.875,0,40000,0.13713505864143372,3.2689289852567427,0.10773144315773081,0.19,0.476062403706022,0.1312363945438207,0.6904457403645972
3.0,0.12,1.6,32.0,1.875,0,45000,0.13040980696678162,3.280468770420803,0.10864393817653635,0.19,0.49171591316559476,0.1320228922823337,0.6840675578140227
3.0,0.12,1.6,32.0,1.875,0,50000,0.12921498715877533,3.290833538446294,0.10982257757582686,0.19,0.5044184059673595,0.131014585378766,0.6815088200727933
3.0,0.03,5.0,100.0,0.6,0,1,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,5000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,10000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,15000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,20000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,25000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,30000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,35000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,40000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,45000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,50000,nan,nan,nan,1.2,nan,nan,nan
3.0,0.5,1.6,32.0,1.875,0,5000,0.240683451294899,3.017874709776743,0.10449968996612778,3.0,0.13228678733522098,0.1607021383733229,0.8350365203532049
3.0,0.5,1.6,32.0,1.875,0,10000,0.23455162346363068,3.1395870012160882,0.08183939699912318,3.0,0.18259934743630624,0.16358356414117764,0.7130672703375037
3.0,0.5,1.6,32.0,1.875,0,15000,0.1269809752702713,3.189938955299692,0.07260038493371694,3.0,0.20927972498136085,0.16450017791695545,0.5969754871285687
3.0,0.5,1.6,32.0,1.875,0,20000,0.0952484980225563,3.2174268708924494,0.06796186858812203,3.0,0.2243278066959558,0.16297225810152055,0.5379400293195963
3.0,0.5,1.6,32.0,1.875,0,25000,0.08161161839962006,3.227374537019346,0.06533844540905608,3.0,0.23238769266322853,0.16300906202888027,0.5155707593654095
3.0,0.5,1.6,32.0,1.875,0,30000,0.0662464126944542,3.2304268727746948,0.06400772350663131,3.0,0.23664969616695863,0.16311782991490206,0.5077590375961898
3.0,0.5,1.6,32.0,1.875,0,35000,0.06594529002904892,3.2322640063735304,0.06400772350663131,3.0,0.23893944345353502,0.16266943607157613,0.5057168192150884
3.0,0.5,1.6,32.0,1.875,0,40000,0.06200407072901726,3.2323825992612414,0.06385564100349704,3.0,0.24015198704940496,0.1629233192607736,0.5062015142876365
3.0,0.5,1.6,32.0,1.875,0,45000,0.05641993507742882,3.2306641890736465,0.06396970288084775,3.0,0.2407814736516586,0.16191597193232224,0.5040293092683262
3.0,0.5,1.6,32.0,1.875,0,50000,0.04945828393101692,3.2297893733121925,0.06393168225506417,3.0,0.24107868095398127,0.162203612337645,0.5059064057244296
3.0,0.03,15.0,300.0,0.2,0,1,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,5000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,10000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,15000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,20000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,25000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,30000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,35000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,40000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,45000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,50000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,5000,0.19482097029685974,2.97090429999158,0.08807477962762782,0.19,0.14073660910104088,0.15514441814831625,0.9089995917799326
3.0,0.25,15.0,300.0,0.2,0,10000,0.3013756275177002,3.1063697712100864,0.07742900440822968,0.19,0.19466602350580883,0.15442799510389932,0.8035499519880411
3.0,0.25,15.0,300.0,0.2,0,15000,0.2683812081813812,3.1664397028173052,0.07640244751207342,0.19,0.2326225106275569,0.15168595538336802,0.7126415844371666
3.0,0.25,15.0,300.0,0.2,0,20000,0.16741371154785156,3.203893377128581,0.07537589061591718,0.19,0.2601471759288071,0.15315933254341546,0.6992663646463294
3.0,0.25,15.0,300.0,0.2,0,25000,0.13695287704467773,3.2336168583881633,0.0748055812291637,0.19,0.2803628325706498,0.15269412373255545,0.6352015845776847
3.0,0.25,15.0,300.0,0.2,0,30000,0.11346673220396042,3.2584767255470437,0.07522380811278291,0.19,0.2956410339982552,0.15156700703667164,0.6059390217822596
3.0,0.25,15.0,300.0,0.2,0,35000,0.0968322828412056,3.2771061231951166,0.07602224125423777,0.19,0.3075849829188958,0.15180500661699445,0.5895219892107684
3.0,0.25,15.0,300.0,0.2,0,40000,0.08661134541034698,3.281668159875055,0.0766305712667748,0.19,0.31702394874318435,0.15104065204347622,0.5743234035439497
3.0,0.25,15.0,300.0,0.2,0,45000,0.08761303871870041,3.2827637196939405,0.07780921066606532,0.19,0.32443609006529767,0.15054660501338382,0.5683846932753973
3.0,0.25,15.0,300.0,0.2,0,50000,0.0892714262008667,3.285113030714661,0.07834149942703522,0.19,0.33028233833270254,0.15016791798991982,0.5671657617996346
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,5000,0.18804728984832764,3.0097452067818913,0.11860534213183033,0.48,0.09911684693764798,0.16153726707020008,0.8813926685899757
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,10000,0.24166738986968994,3.1207261647645224,0.08986174903945535,0.48,0.14936535534568804,0.16239548859877778,0.7597681391378256
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,15000,0.175008624792099,3.176761792026488,0.07940607694897504,0.48,0.17764414682480725,0.1613777685636557,0.6582284868183503
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,20000,0.12914466857910156,3.216284987505859,0.07324673557203755,0.48,0.1934882647276602,0.1601049579866577,0.5719751132261162
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,25000,0.0982760563492775,3.234580961025101,0.06879832235536047,0.48,0.2029051036641444,0.16120227677249632,0.5403961094095487
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,30000,0.09430940449237823,3.2453307199718706,0.06678322918883153,0.48,0.20852289665111912,0.16143142287857254,0.5260881501138742
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,35000,0.0944501981139183,3.2506769273336578,0.06575667229267529,0.48,0.21199515454928183,0.16040016744444588,0.5155703868451977
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,40000,0.07266129553318024,3.253772028147736,0.06457803289338478,0.48,0.2142197652744127,0.16091866168578509,0.5152704953886772
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,45000,0.06367900222539902,3.255334994995118,0.06461605351916834,0.48,0.21567962459673823,0.1615613450595809,0.5120881803288326
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,50000,0.07052413374185562,3.2565134705757846,0.06423584726133269,0.48,0.216658132446011,0.16100622778231377,0.5089337934564834
3.0,1.0,1.6,32.0,1.875,0,5000,0.20363849401474,3.0981060974802466,0.12879486984182567,3.0,0.11100124002557382,0.1623768330095495,0.7478783093994009
3.0,1.0,1.6,32.0,1.875,0,10000,0.1329239308834076,3.180262956743943,0.11141944385873657,3.0,0.1396586745154485,0.16506020737693217,0.6430252866089168
3.0,1.0,1.6,32.0,1.875,0,15000,0.10558060556650162,3.2095896988057335,0.10453771059191136,3.0,0.149941079087775,0.16784129946009457,0.6303160949359043
3.0,1.0,1.6,32.0,1.875,0,20000,0.08868623524904251,3.220131182322287,0.10134397802609192,3.0,0.15395611365472964,0.1659674344731704,0.6112263285343962
3.0,1.0,1.6,32.0,1.875,0,25000,0.06749910861253738,3.2225975257953317,0.09993721487210001,3.0,0.15558499654658342,0.1654915063020965,0.6114125120843432
3.0,1.0,1.6,32.0,1.875,0,30000,0.06539759039878845,3.2230527402990536,0.0988726373501602,3.0,0.15625282963690906,0.16556179521620257,0.6083535553497482
3.0,1.0,1.6,32.0,1.875,0,35000,0.06888630241155624,3.223299720958315,0.09883461672437663,3.0,0.15651383800398555,0.16484145073273274,0.607362444626601
3.0,1.0,1.6,32.0,1.875,0,40000,0.06254124641418457,3.2234725615238458,0.09864451359545882,3.0,0.15659657948682726,0.16473655835246961,0.6056128555228393
3.0,1.0,1.6,32.0,1.875,0,45000,0.06260257214307785,3.223303415709963,0.09845441046654099,3.0,0.1565969978680547,0.16483482159648297,0.6047874597491936
3.0,1.0,1.6,32.0,1.875,0,50000,0.06537863612174988,3.222775254177468,0.09826430733762317,3.0,0.15655733136486255,0.16567836562399835,0.6022311740570727
3.0,0.06,1.6,32.0,1.875,0,1,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,5000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,10000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,15000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,20000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,25000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,30000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,35000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,40000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,45000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,50000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.25,0.55,11.0,5.454545454545454,0,5000,0.2522660493850708,2.976252779602028,0.09206694533490212,0.19,0.12818159238511762,0.1564876847587814,0.9174041404337134
3.0,0.25,0.55,11.0,5.454545454545454,0,10000,0.2869161069393158,3.0922868552944482,0.07594620000267065,0.19,0.1859908238220931,0.15526979827827447,0.839517032203399
3.0,0.25,0.55,11.0,5.454545454545454,0,15000,0.2736358344554901,3.160357685909431,0.0760982825058049,0.19,0.2263401499309776,0.15222467617718632,0.724324812416339
3.0,0.25,0.55,11.0,5.454545454545454,0,20000,0.1747838705778122,3.1968794843193282,0.07507172560964866,0.19,0.255615634795972,0.1533019553183794,0.7112777510666137
3.0,0.25,0.55,11.0,5.454545454545454,0,25000,0.14614084362983704,3.2279509466128147,0.07453943684867875,0.19,0.27704188444784134,0.15229016602281215,0.6497618531395969
3.0,0.25,0.55,11.0,5.454545454545454,0,30000,0.11031481623649597,3.2542993903755897,0.07518578748699935,0.19,0.29310477809475644,0.15152921148610896,0.6078202394390099
3.0,0.25,0.55,11.0,5.454545454545454,0,35000,0.0955619066953659,3.274529676201444,0.07560401437061856,0.19,0.3055574947845954,0.15213425410232245,0.5896627261875254
3.0,0.25,0.55,11.0,5.454545454545454,0,40000,0.08715841174125671,3.2806522121697355,0.07666859189255838,0.19,0.315416097855031,0.1499199468503361,0.5815596833062191
3.0,0.25,0.55,11.0,5.454545454545454,0,45000,0.08362030237913132,3.2822107696192013,0.07754306628558037,0.19,0.32318281356023876,0.15062552482286437,0.5672699557620411
3.0,0.25,0.55,11.0,5.454545454545454,0,50000,0.08665623515844345,3.2849298380731455,0.07818941692390097,0.19,0.329285336694192,0.15011803758366699,0.5651428328988496
3.0,0.5,0.06,1.2,50.0,0,5000,0.22510701417922974,3.0175094125741055,0.11164756761343796,3.0,0.06685652735828024,0.12818660600713536,1.0095477880890806
3.0,0.5,0.06,1.2,50.0,0,10000,0.20618583261966705,3.103906875890092,0.08864508901438128,3.0,0.11073385991747482,0.16231319728601123,0.8107850525693778
3.0,0.5,0.06,1.2,50.0,0,15000,0.19750674068927765,3.1618438284161736,0.07701077752461045,3.0,0.14987826237402088,0.16490724198962228,0.6835846994190289
3.0,0.5,0.06,1.2,50.0,0,20000,0.12305593490600586,3.1919094620179176,0.07248632305636625,3.0,0.18019327488788295,0.1636555470595192,0.6046639512968902
3.0,0.5,0.06,1.2,50.0,0,25000,0.09592964500188828,3.21189299937499,0.06860821922644264,3.0,0.2021502402084566,0.16424526255350422,0.5388022623851828
3.0,0.5,0.06,1.2,50.0,0,30000,0.08667808026075363,3.2212893789163264,0.06621291980207805,3.0,0.21692375627195298,0.16419836958978085,0.5279134607362248
3.0,0.5,0.06,1.2,50.0,0,35000,0.08229401707649231,3.226233175222322,0.06476813602230261,3.0,0.22641450331939095,0.1633712974418276,0.5143806589706696
3.0,0.5,0.06,1.2,50.0,0,40000,0.0759349912405014,3.229549227027544,0.06404574413241487,3.0,0.23237053810160616,0.16345360640554302,0.5144657019170441
3.0,0.5,0.06,1.2,50.0,0,45000,0.0676015093922615,3.23024299825749,0.06370355850036279,3.0,0.23602733776149096,0.1629454188572669,0.5124456784055267
3.0,0.5,0.06,1.2,50.0,0,50000,0.06058347970247269,3.229595321749107,0.06385564100349704,3.0,0.23822752217718132,0.1630146661657956,0.5076233646652727
3.0,1.0,5.0,100.0,0.6,0,5000,0.17211036384105682,3.0945835386258844,0.1253349928955213,1.2,0.11191465978408066,0.15764047722910546,0.7326146923325174
3.0,1.0,5.0,100.0,0.6,0,10000,0.11137355864048004,3.18352144585333,0.10940435069220765,1.2,0.13760740410835792,0.16529030766887168,0.6559990873758521
3.0,1.0,5.0,100.0,0.6,0,15000,0.10202188044786453,3.214924957947303,0.10297886493478521,1.2,0.14677174250383188,0.16616458827082184,0.6287759207689291
3.0,1.0,5.0,100.0,0.6,0,20000,0.07819697260856628,3.2259600004782443,0.09955700861426436,1.2,0.15043634179936685,0.16543817186798937,0.6081049183007549
3.0,1.0,5.0,100.0,0.6,0,25000,0.0798797532916069,3.230503484067995,0.09738983294460118,1.2,0.1519948957083406,0.16516176579256686,0.6063656953412191
3.0,1.0,5.0,100.0,0.6,0,30000,0.07719551771879196,3.2320605461089054,0.09643931730001205,1.2,0.15268102511946527,0.1653390520591692,0.6047688610183501
3.0,1.0,5.0,100.0,0.6,0,35000,0.07582660764455795,3.23242289682487,0.09594504916482571,1.2,0.15298456760682141,0.1651026190304034,0.6063036802559014
3.0,1.0,5.0,100.0,0.6,0,40000,0.0763925239443779,3.2331311308542343,0.09586900791325859,1.2,0.15311166374720192,0.16496101337125432,0.6048759576250142
3.0,1.0,5.0,100.0,0.6,0,45000,0.07422031462192535,3.2330545818263285,0.09560286353277363,1.2,0.15315450893388574,0.16512676478855096,0.6011990068099489
3.0,1.0,5.0,100.0,0.6,0,50000,0.07155092060565948,3.23326511606844,0.09552682228120651,1.2,0.1531538095529785,0.16538267023656394,0.6009749710132916
3.0,0.5,5.0,100.0,0.6,0,5000,0.2723763883113861,3.0473134749380266,0.10461375184347849,0.08,0.13019357086701608,0.15893580126796894,0.8436722045297529
3.0,0.5,5.0,100.0,0.6,0,10000,0.22295325994491577,3.1475444418974474,0.08317011890154796,0.08,0.1672423800561704,0.16149822553543688,0.7136935938269073
3.0,0.5,5.0,100.0,0.6,0,15000,0.17165549099445343,3.196427761158939,0.07484360185494728,0.08,0.18464101913195702,0.16029239064891448,0.62110845393681
3.0,0.5,5.0,100.0,0.6,0,20000,0.12535539269447327,3.2304054443284005,0.06974883799994959,0.08,0.19481993279154336,0.16150564089127586,0.5635820376593795
3.0,0.5,5.0,100.0,0.6,0,25000,0.1048177033662796,3.246001627185503,0.06720145607245075,0.08,0.2012155244378497,0.162006261547622,0.5399209089544619
3.0,0.5,5.0,100.0,0.6,0,30000,0.10041482746601105,3.254712894207924,0.06564261041532458,0.08,0.20536133321069605,0.16054212614153873,0.5257344205425638
3.0,0.5,5.0,100.0,0.6,0,35000,0.09075737744569778,3.2595041522449835,0.06446397101603409,0.08,0.2081442618429664,0.16149341230559613,0.5169613692662391
3.0,0.5,5.0,100.0,0.6,0,40000,0.09275838732719421,3.2626160885015163,0.064121785383982,0.08,0.21006128776652466,0.16176820870554195,0.5121886874937476
3.0,0.5,5.0,100.0,0.6,0,45000,0.08310019969940186,3.2648329640731086,0.06400772350663131,0.08,0.21140920328467186,0.161141228495444,0.5177272993325744
3.0,0.5,5.0,100.0,0.6,0,50000,0.0834825336933136,3.265804717200043,0.06374157912614635,0.08,0.21237685157972935,0.1619566073263111,0.511091969798209
